country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Equatorial Guinea,2000,606181,4.06 %,21883,7000.0,19.6,5.94,22,49.8 %,301586,0.01 %,6143493823,163
Equatorial Guinea,1995,496768,3.45 %,15516,4000.0,18.9,5.97,18,41.2 %,204444,0.01 %,5744212979,165
Equatorial Guinea,1990,419188,3.55 %,13414,4000.0,19.1,5.98,15,35.4 %,148306,0.01 %,5327231061,165
Equatorial Guinea,1985,352118,7.10 %,20438,13000.0,19.6,5.89,13,30.5 %,107455,0.01 %,4870921740,168
Equatorial Guinea,1980,249929,-0.46 %,-1174,-6000.0,20.7,5.79,9,28.5 %,71164,0.01 %,4458003514,172
Equatorial Guinea,1975,255800,-3.39 %,-9636,-14000.0,21.0,5.8,9,27.8 %,71198,0.01 %,4079480606,170
Equatorial Guinea,1970,303982,1.93 %,5536,1000.0,20.9,5.79,11,27.2 %,82618,0.01 %,3700437046,165
Equatorial Guinea,1965,276300,1.59 %,4193,600.0,21.7,5.67,10,26.6 %,73516,0.01 %,3339583597,163
Equatorial Guinea,1960,255333,1.26 %,3092,0.0,22.4,5.65,9,25.5 %,65202,0.01 %,3034949748,165
Equatorial Guinea,1955,239873,1.24 %,2867,0.0,23.1,5.67,9,20.3 %,48725,0.01 %,2773019936,163
Eritrea,2020,3546421,1.41 %,49304,-39858.0,19.2,4.1,35,63.3 %,2246038,0.05 %,7794798739,133
Eritrea,2019,3497117,1.28 %,44331,-39858.0,19.2,4.3,35,61.8 %,2161646,0.05 %,7713468100,133
Eritrea,2018,3452786,1.17 %,39893,-39858.0,19.2,4.3,34,60.2 %,2079314,0.05 %,7631091040,133
Eritrea,2017,3412893,1.08 %,36336,-39858.0,19.2,4.3,34,58.6 %,1999721,0.05 %,7547858925,134
Eritrea,2016,3376557,1.01 %,33739,-39858.0,19.2,4.3,33,57.0 %,1923728,0.05 %,7464022049,135
Eritrea,2015,3342818,1.06 %,34477,-49200.0,19.2,4.35,33,55.4 %,1851851,0.05 %,7379797139,136
Eritrea,2010,3170435,2.32 %,68755,-16002.0,19.8,4.8,31,48.7 %,1544485,0.05 %,6956823603,134
Eritrea,2005,2826659,4.28 %,106849,45458.0,19.1,5.1,28,43.7 %,1234323,0.04 %,6541907027,137
Eritrea,2000,2292416,0.79 %,17639,-26000.0,16.6,5.6,23,39.3 %,902054,0.04 %,6143493823,140
Eritrea,1995,2204222,-0.49 %,-10886,-62954.0,15.6,6.3,22,31.6 %,695721,0.04 %,5744212979,140
Eritrea,1990,2258653,2.42 %,50943,-8000.0,17.4,6.6,22,26.1 %,588576,0.04 %,5327231061,135
Eritrea,1985,2003937,2.94 %,54104,2000.0,17.7,6.7,20,21.6 %,433816,0.04 %,4870921740,136
Eritrea,1980,1733416,2.86 %,45595,2000.0,17.8,6.62,17,19.8 %,343289,0.04 %,4458003514,138
Eritrea,1975,1505439,2.81 %,38899,2000.0,17.9,6.62,15,18.6 %,280493,0.04 %,4079480606,138
Eritrea,1970,1310945,2.69 %,32551,1000.0,18.1,6.7,13,17.5 %,229718,0.04 %,3700437046,139
Eritrea,1965,1148189,2.65 %,28120,1399.0,18.2,6.82,11,15.9 %,182223,0.03 %,3339583597,139
Eritrea,1960,1007590,2.29 %,21568,600.0,18.0,6.97,10,13.6 %,136944,0.03 %,3034949748,139
Eritrea,1955,899752,1.82 %,15480,199.0,17.8,6.97,9,11.6 %,104318,0.03 %,2773019936,139
Estonia,2020,1326535,0.07 %,887,3911.0,42.4,1.59,31,67.9 %,900365,0.02 %,7794798739,155
Estonia,2019,1325648,0.21 %,2728,3911.0,41.7,1.59,31,67.9 %,900282,0.02 %,7713468100,155
Estonia,2018,1322920,0.27 %,3530,3911.0,41.7,1.59,31,68.0 %,900117,0.02 %,7631091040,154
Estonia,2017,1319390,0.22 %,2880,3911.0,41.7,1.59,31,68.2 %,899945,0.02 %,7547858925,154
Estonia,2016,1316510,0.09 %,1185,3911.0,41.7,1.59,31,68.4 %,899848,0.02 %,7464022049,154
Estonia,2015,1315325,-0.25 %,-3355,-2103.0,41.6,1.59,31,68.4 %,899890,0.02 %,7379797139,154
Estonia,2010,1332101,-0.35 %,-4709,-3030.0,40.2,1.66,31,68.1 %,907079,0.02 %,6956823603,152
Estonia,2005,1355648,-0.63 %,-8693,-3681.0,39.4,1.39,32,68.7 %,931800,0.02 %,6541907027,150
Estonia,2000,1399112,-0.48 %,-6782,-239.0,38.0,1.33,33,69.4 %,970541,0.02 %,6143493823,148
Estonia,1995,1433024,-1.75 %,-26444,-22375.0,36.4,1.63,34,70.3 %,1007415,0.02 %,5744212979,148
Estonia,1990,1565246,0.56 %,8569,3099.0,34.4,2.2,37,71.2 %,1114930,0.03 %,5327231061,146
Estonia,1985,1522400,0.64 %,9592,5180.0,34.0,2.09,36,70.8 %,1077351,0.03 %,4870921740,144
Estonia,1980,1474439,0.73 %,10479,6102.0,33.9,2.06,35,69.7 %,1027844,0.03 %,4458003514,142
Estonia,1975,1422043,0.89 %,12368,6116.0,34.3,2.15,34,67.6 %,961150,0.03 %,4079480606,140
Estonia,1970,1360202,1.06 %,13961,8241.0,33.8,2.02,32,64.9 %,883407,0.04 %,3700437046,137
Estonia,1965,1290396,1.18 %,14715,8646.0,33.0,1.94,30,61.3 %,791637,0.04 %,3339583597,133
Estonia,1960,1216819,0.97 %,11518,5380.0,32.2,1.99,29,57.5 %,700072,0.04 %,3034949748,134
Estonia,1955,1159231,1.04 %,11647,7400.0,30.2,2.06,27,53.6 %,621619,0.04 %,2773019936,133
Ethiopia,2020,114963588,2.57 %,2884858,30000.0,19.5,4.3,115,21.3 %,24463423,1.47 %,7794798739,12
Ethiopia,2019,112078730,2.61 %,2854316,30000.0,18.6,4.73,112,20.9 %,23376340,1.45 %,7713468100,12
Ethiopia,2018,109224414,2.65 %,2824490,30000.0,18.6,4.73,109,20.4 %,22327769,1.43 %,7631091040,12
Ethiopia,2017,106399924,2.70 %,2796462,30000.0,18.6,4.73,106,20.0 %,21316856,1.41 %,7547858925,12
Ethiopia,2016,103603462,2.75 %,2768004,30000.0,18.6,4.73,104,19.6 %,20343215,1.39 %,7464022049,13
Ethiopia,2015,100835458,2.84 %,2639099,79999.0,18.3,4.85,101,19.2 %,19403087,1.37 %,7379797139,13
Ethiopia,2010,87639964,2.80 %,2258731,-10026.0,17.3,5.45,88,17.3 %,15189140,1.26 %,6956823603,14
Ethiopia,2005,76346311,2.89 %,2024301,-30000.0,16.7,6.18,76,15.8 %,12046373,1.17 %,6541907027,15
Ethiopia,2000,66224804,3.03 %,1835379,-31115.0,16.6,6.83,66,14.8 %,9807289,1.08 %,6143493823,16
Ethiopia,1995,57047908,3.56 %,1832009,291589.0,16.7,7.09,57,13.9 %,7924483,0.99 %,5744212979,22
Ethiopia,1990,47887865,3.33 %,1447145,153199.0,16.8,7.37,48,12.7 %,6069048,0.90 %,5327231061,23
Ethiopia,1985,40652141,2.96 %,1102086,49709.0,17.0,7.42,41,11.5 %,4673050,0.83 %,4870921740,24
Ethiopia,1980,35141712,1.53 %,514972,-422474.0,17.6,7.18,35,10.4 %,3671221,0.79 %,4458003514,26
Ethiopia,1975,32566854,2.77 %,830355,-11919.0,17.6,7.1,33,9.5 %,3080708,0.80 %,4079480606,26
Ethiopia,1970,28415077,2.58 %,680290,-8436.0,18.0,6.87,28,8.6 %,2440181,0.77 %,3700437046,26
Ethiopia,1965,25013626,2.46 %,572470,-4000.0,18.1,6.9,25,7.6 %,1897839,0.75 %,3339583597,25
Ethiopia,1960,22151278,2.12 %,440797,-4000.0,18.1,6.9,22,6.4 %,1425096,0.73 %,3034949748,25
Ethiopia,1955,19947292,1.93 %,363852,-4000.0,18.0,7.17,20,5.4 %,1085996,0.72 %,2773019936,25
Faeroe Islands,2019,48678,0.37 %,181,,,,35,43.1 %,20983,0.00 %,7713468100,212
Faeroe Islands,2018,48497,0.34 %,166,,,,35,42.9 %,20817,0.00 %,7631091040,212
Faeroe Islands,2017,48331,0.33 %,158,,,,35,42.7 %,20660,0.00 %,7547858925,212
Faeroe Islands,2016,48173,0.25 %,122,,,,35,42.6 %,20519,0 %,7464022049,212
Faeroe Islands,2015,48051,0.1 %,47,,,,34,42.4 %,20388,0 %,7379797139,212
Faeroe Islands,2010,47814,0.04 %,18,,,,34,41.6 %,19870,0 %,6956823603,212
Faeroe Islands,2005,47722,0.42 %,197,,,,34,40.2 %,19208,0 %,6541907027,211
Faeroe Islands,2000,46735,0.48 %,222,,,,33,36.7 %,17172,0 %,6143493823,210
Faeroe Islands,1995,45625,-0.71 %,-330,,,,33,34.4 %,15686,0 %,5744212979,210
Faeroe Islands,1990,47274,0.84 %,389,,,,34,30.8 %,14561,0 %,5327231061,208
Faeroe Islands,1985,45330,0.9 %,399,,,,32,30.9 %,14021,0 %,4870921740,206
Faeroe Islands,1980,43337,0.97 %,408,,,,31,31.3 %,13570,0 %,4458003514,206
Faeroe Islands,1975,41299,1.15 %,458,,,,30,30.4 %,12557,0 %,4079480606,207
Faeroe Islands,1970,39009,1.15 %,432,,,,28,28 %,10924,0 %,3700437046,206
Faeroe Islands,1965,36847,1.26 %,446,,,,26,16.4 %,6044,0 %,3339583597,202
Faeroe Islands,1960,34615,1.28 %,427,,,,25,21.4 %,7412,0 %,3034949748,202
Faeroe Islands,1955,32481,0.61 %,196,,,,23,18.6 %,6044,0 %,2773019936,202
Falkland Islands Malvinas,2019,3377,4.42 %,143,,,,0,67.5 %,2281,0.00 %,7713468100,232
Falkland Islands Malvinas,2018,3234,5.41 %,166,,,,0,70.2 %,2269,0.00 %,7631091040,232
Falkland Islands Malvinas,2017,3068,4.78 %,140,,,,0,73.2 %,2247,0.00 %,7547858925,232
Falkland Islands Malvinas,2016,2928,3.32 %,94,,,,0,76.3 %,2233,0 %,7464022049,232
Falkland Islands Malvinas,2015,2834,-0.47 %,-13,,,,0,78 %,2210,0 %,7379797139,232
Falkland Islands Malvinas,2010,2901,-0.23 %,-7,,,,0,72.4 %,2101,0 %,6956823603,232
Falkland Islands Malvinas,2005,2935,0.3 %,9,,,,0,70.9 %,2082,0 %,6541907027,232
Falkland Islands Malvinas,2000,2892,3.04 %,80,,,,0,67.4 %,1948,0 %,6143493823,232
Falkland Islands Malvinas,1995,2490,4.67 %,102,,,,0,64.5 %,1607,0 %,5744212979,232
Falkland Islands Malvinas,1990,1982,1.39 %,26,,,,0,74.4 %,1475,0 %,5327231061,233
Falkland Islands Malvinas,1985,1850,-0.04 %,-1,,,,0,64.2 %,1187,0 %,4870921740,233
Falkland Islands Malvinas,1980,1854,-0.52 %,-10,,,,0,58.5 %,1085,0 %,4458003514,233
Falkland Islands Malvinas,1975,1903,-0.91 %,-18,,,,0,56.8 %,1080,0 %,4079480606,233
Falkland Islands Malvinas,1970,1992,-0.84 %,-17,,,,0,54.3 %,1081,0 %,3700437046,233
Falkland Islands Malvinas,1965,2078,-0.68 %,-14,,,,0,53.8 %,1119,0 %,3339583597,232
Falkland Islands Malvinas,1960,2150,-0.49 %,-11,,,,0,50.5 %,1086,0 %,3034949748,233
Falkland Islands Malvinas,1955,2204,-0.49 %,-11,,,,0,50.8 %,1119,0 %,2773019936,232
Fiji,2020,896445,0.73 %,6492,-6202.0,27.9,2.79,49,59.1 %,529489,0.01 %,7794798739,161
Fiji,2019,889953,0.73 %,6470,-6202.0,27.1,2.79,49,58.6 %,521393,0.01 %,7713468100,161
Fiji,2018,883483,0.69 %,6024,-6202.0,27.1,2.79,48,58.1 %,513116,0.01 %,7631091040,161
Fiji,2017,877459,0.58 %,5060,-6202.0,27.1,2.79,48,57.5 %,504742,0.01 %,7547858925,161
Fiji,2016,872399,0.43 %,3772,-6202.0,27.1,2.79,48,56.9 %,496431,0.01 %,7464022049,161
Fiji,2015,868627,0.20 %,1762,-10390.0,27.0,2.79,48,56.2 %,488237,0.01 %,7379797139,161
Fiji,2010,859818,0.91 %,7643,-4738.0,26.5,2.75,47,52.2 %,448644,0.01 %,6956823603,160
Fiji,2005,821604,0.26 %,2120,-11720.0,25.3,2.98,45,49.9 %,409850,0.01 %,6541907027,159
Fiji,2000,811006,0.90 %,7116,-7738.0,22.1,3.19,44,47.9 %,388640,0.01 %,6143493823,157
Fiji,1995,775425,1.25 %,9370,-6761.0,21.6,3.35,42,45.5 %,352818,0.01 %,5744212979,157
Fiji,1990,728573,0.47 %,3360,-13399.0,20.9,3.47,40,41.6 %,303191,0.01 %,5327231061,158
Fiji,1985,711775,2.30 %,15294,-2535.0,20.3,3.8,39,38.5 %,274154,0.01 %,4870921740,155
Fiji,1980,635307,1.96 %,11736,-4446.0,19.5,4.0,35,37.8 %,239930,0.01 %,4458003514,156
Fiji,1975,576626,2.07 %,11213,-3029.0,18.9,4.2,32,36.7 %,211729,0.01 %,4079480606,155
Fiji,1970,520562,2.33 %,11319,-2856.0,17.7,5.0,28,34.8 %,180926,0.01 %,3700437046,155
Fiji,1965,463968,3.35 %,14097,-691.0,16.4,5.95,25,32.6 %,151142,0.01 %,3339583597,155
Fiji,1960,393481,3.26 %,11677,-2135.0,15.8,6.79,22,29.7 %,116759,0.01 %,3034949748,155
Fiji,1955,335098,3.01 %,9222,-1445.0,16.0,6.63,18,26.9 %,90219,0.01 %,2773019936,155
Finland,2020,5540720,0.15 %,8564,14000.0,43.1,1.53,18,86.1 %,4771979,0.07 %,7794798739,116
Finland,2019,5532156,0.17 %,9580,14000.0,42.6,1.72,18,85.9 %,4751986,0.07 %,7713468100,116
Finland,2018,5522576,0.20 %,11205,14000.0,42.6,1.72,18,85.7 %,4732300,0.07 %,7631091040,116
Finland,2017,5511371,0.25 %,13658,14000.0,42.6,1.72,18,85.5 %,4712684,0.07 %,7547858925,116
Finland,2016,5497713,0.30 %,16591,14000.0,42.6,1.72,18,85.4 %,4692803,0.07 %,7464022049,116
Finland,2015,5481122,0.43 %,23068,16283.0,42.5,1.77,18,85.2 %,4672016,0.07 %,7379797139,116
Finland,2010,5365782,0.40 %,21371,11512.0,42.0,1.84,18,83.8 %,4494902,0.08 %,6956823603,114
Finland,2005,5258927,0.27 %,14195,6387.0,40.9,1.75,17,82.9 %,4359902,0.08 %,6541907027,112
Finland,2000,5187954,0.27 %,13790,4431.0,39.4,1.74,17,82.2 %,4263603,0.08 %,6143493823,108
Finland,1995,5119005,0.49 %,24557,9445.0,37.8,1.82,17,81.0 %,4144501,0.09 %,5744212979,104
Finland,1990,4996222,0.34 %,17000,3654.0,36.4,1.66,16,79.4 %,3965355,0.09 %,5327231061,102
Finland,1985,4911220,0.51 %,24595,5236.0,34.7,1.69,16,75.8 %,3723107,0.10 %,4870921740,100
Finland,1980,4788243,0.29 %,13899,-5875.0,32.8,1.66,16,71.7 %,3434445,0.11 %,4458003514,97
Finland,1975,4718749,0.46 %,21277,5776.0,30.8,1.62,16,67.8 %,3200789,0.12 %,4079480606,93
Finland,1970,4612366,0.19 %,8754,-19587.0,29.6,2.19,15,63.7 %,2938251,0.12 %,3700437046,87
Finland,1965,4568598,0.60 %,26802,-12997.0,28.7,2.66,15,59.7 %,2725527,0.14 %,3339583597,76
Finland,1960,4434590,0.91 %,39263,-5549.0,28.4,2.77,15,55.3 %,2451895,0.15 %,3034949748,78
Finland,1955,4238275,1.12 %,45996,-6508.0,28.0,3.0,14,49.1 %,2082406,0.15 %,2773019936,76
France,2020,65273511,0.22 %,143783,36527.0,42.3,1.85,119,81.5 %,53217966,0.84 %,7794798739,22
France,2019,65129728,0.21 %,139217,36527.0,41.5,1.95,119,81.1 %,52849078,0.84 %,7713468100,22
France,2018,64990511,0.23 %,148002,36527.0,41.5,1.95,119,80.7 %,52476365,0.85 %,7631091040,22
France,2017,64842509,0.27 %,174913,36527.0,41.5,1.95,118,80.3 %,52100536,0.86 %,7547858925,22
France,2016,64667596,0.33 %,214396,36527.0,41.5,1.95,118,80.0 %,51722652,0.87 %,7464022049,22
France,2015,64453200,0.50 %,314734,84766.0,41.2,1.98,118,79.7 %,51343241,0.87 %,7379797139,22
France,2010,62879530,0.57 %,351881,89224.0,40.1,1.98,115,78.6 %,49393298,0.90 %,6956823603,22
France,2005,61120127,0.70 %,421006,185297.0,38.9,1.88,112,77.3 %,47229925,0.93 %,6541907027,20
France,2000,59015096,0.42 %,242641,38726.0,37.7,1.76,108,76.6 %,45225597,0.96 %,6143493823,20
France,1995,57801892,0.40 %,227009,24434.0,36.2,1.71,106,75.5 %,43630318,1.01 %,5744212979,20
France,1990,56666849,0.51 %,282400,55277.0,34.8,1.8,103,74.4 %,42182927,1.06 %,5327231061,17
France,1985,55254848,0.51 %,277368,58314.0,33.6,1.86,101,73.8 %,40800487,1.13 %,4870921740,16
France,1980,53868009,0.44 %,235887,51686.0,32.4,1.86,98,73.6 %,39623972,1.21 %,4458003514,16
France,1975,52688576,0.75 %,384931,108614.0,31.6,2.31,96,73.4 %,38658424,1.29 %,4079480606,15
France,1970,50763920,0.81 %,403454,98323.0,32.4,2.65,93,71.2 %,36126954,1.37 %,3700437046,15
France,1965,48746652,1.31 %,614701,283574.0,32.7,2.85,89,67.4 %,32832934,1.46 %,3339583597,11
France,1960,45673146,1.02 %,452356,166081.0,33.0,2.7,83,62.1 %,28381288,1.50 %,3034949748,12
France,1955,43411367,0.74 %,315497,42897.0,32.9,2.76,79,58.3 %,25317338,1.57 %,2773019936,11
French Guiana,2020,298682,2.70 %,7850,1200.0,25.1,3.36,4,87.3 %,260877,0.00 %,7794798739,182
French Guiana,2019,290832,2.79 %,7894,1200.0,24.8,3.41,4,87.3 %,254008,0.00 %,7713468100,182
French Guiana,2018,282938,2.82 %,7747,1200.0,24.8,3.41,3,87.4 %,247195,0.00 %,7631091040,183
French Guiana,2017,275191,2.75 %,7370,1200.0,24.8,3.41,3,87.4 %,240441,0.00 %,7547858925,185
French Guiana,2016,267821,2.61 %,6822,1200.0,24.8,3.41,3,87.3 %,233712,0.00 %,7464022049,185
French Guiana,2015,260999,2.30 %,5599,-211.0,24.8,3.42,3,87.0 %,226996,0.00 %,7379797139,185
French Guiana,2010,233002,2.80 %,6006,601.0,24.6,3.6,3,83.3 %,194192,0.00 %,6956823603,185
French Guiana,2005,202971,4.46 %,7961,3460.0,23.5,3.65,2,81.5 %,165336,0.00 %,6541907027,185
French Guiana,2000,163165,3.50 %,5153,1320.0,23.9,3.93,2,79.1 %,129081,0.00 %,6143493823,186
French Guiana,1995,137400,3.48 %,4323,890.0,23.9,4.05,2,77.0 %,105731,0.00 %,5744212979,190
French Guiana,1990,115784,6.02 %,5869,3350.0,24.1,3.73,1,74.6 %,86423,0.00 %,5327231061,191
French Guiana,1985,86439,5.23 %,3892,2155.0,23.8,3.58,1,72.7 %,62799,0.00 %,4870921740,195
French Guiana,1980,66977,3.56 %,2151,1019.0,23.1,3.3,1,70.8 %,47392,0.00 %,4458003514,197
French Guiana,1975,56223,3.24 %,1659,506.0,21.0,4.18,1,69.1 %,38862,0.00 %,4079480606,201
French Guiana,1970,47930,4.27 %,1808,807.0,21.7,5.0,1,67.4 %,32321,0.00 %,3700437046,203
French Guiana,1965,38892,3.96 %,1372,695.0,22.5,5.02,0,65.7 %,25569,0.00 %,3339583597,204
French Guiana,1960,32032,2.37 %,708,141.0,24.8,4.92,0,63.3 %,20285,0.00 %,3034949748,205
French Guiana,1955,28490,2.26 %,604,46.0,25.5,5.0,0,58.6 %,16687,0.00 %,2773019936,204
French Polynesia,2020,280908,0.58 %,1621,-1000.0,33.6,1.95,77,64.1 %,180188,0.00 %,7794798739,185
French Polynesia,2019,279287,0.58 %,1608,-1000.0,31.9,2.02,76,63.9 %,178578,0.00 %,7713468100,185
French Polynesia,2018,277679,0.57 %,1577,-1000.0,31.9,2.02,76,63.7 %,176757,0.00 %,7631091040,185
French Polynesia,2017,276102,0.56 %,1527,-1000.0,31.9,2.02,75,63.3 %,174852,0.00 %,7547858925,184
French Polynesia,2016,274575,0.53 %,1451,-1000.0,31.9,2.02,75,63.0 %,172982,0.00 %,7464022049,183
French Polynesia,2015,273124,0.50 %,1334,-1603.0,31.5,2.04,75,62.7 %,171288,0.00 %,7379797139,182
French Polynesia,2010,266455,0.59 %,1535,-1804.0,29.2,2.17,73,60.6 %,161542,0.00 %,6956823603,182
French Polynesia,2005,258780,1.46 %,3619,15.0,27.1,2.36,71,56.6 %,146349,0.00 %,6541907027,182
French Polynesia,2000,240686,1.99 %,4523,697.0,25.6,2.61,66,55.2 %,132975,0.00 %,6143493823,182
French Polynesia,1995,218071,1.75 %,3633,-685.0,23.5,3.11,60,55.9 %,121881,0.00 %,5744212979,181
French Polynesia,1990,199905,2.46 %,4576,-72.0,22.0,3.64,55,57.4 %,114764,0.00 %,5327231061,181
French Polynesia,1985,177027,2.92 %,4745,730.0,20.9,3.82,48,58.0 %,102731,0.00 %,4870921740,181
French Polynesia,1980,153301,3.16 %,4414,935.0,19.5,4.23,42,58.4 %,89513,0.00 %,4458003514,181
French Polynesia,1975,131233,3.50 %,4148,1000.0,18.3,4.86,36,58.0 %,76088,0.00 %,4079480606,183
French Polynesia,1970,110495,3.41 %,3411,669.0,17.2,5.2,30,55.2 %,60952,0.00 %,3700437046,183
French Polynesia,1965,93438,3.66 %,3072,638.0,17.4,5.44,26,48.2 %,45017,0.00 %,3339583597,185
French Polynesia,1960,78076,2.55 %,1844,-485.0,18.3,5.86,21,42.3 %,33011,0.00 %,3034949748,186
French Polynesia,1955,68854,2.70 %,1718,-257.0,18.5,6.0,19,37.7 %,25947,0.00 %,2773019936,185
Gabon,2020,2225734,2.45 %,53155,3260.0,22.5,4.0,9,87.1 %,1938139,0.03 %,7794798739,146
Gabon,2019,2172579,2.52 %,53304,3260.0,22.4,4.08,8,87.1 %,1892734,0.03 %,7713468100,146
Gabon,2018,2119275,2.64 %,54452,3260.0,22.4,4.08,8,87.2 %,1847776,0.03 %,7631091040,146
Gabon,2017,2064823,2.84 %,56950,3260.0,22.4,4.08,8,87.3 %,1801892,0.03 %,7547858925,149
Gabon,2016,2007873,3.09 %,60187,3260.0,22.4,4.08,8,87.3 %,1753288,0.03 %,7464022049,149
Gabon,2015,1947686,3.70 %,64709,20063.0,22.3,4.1,8,87.3 %,1700834,0.03 %,7379797139,150
Gabon,2010,1624140,3.15 %,46718,12740.0,21.2,4.2,6,86.4 %,1402919,0.02 %,6956823603,150
Gabon,2005,1390549,2.51 %,32438,4964.0,20.0,4.35,5,83.2 %,1156908,0.02 %,6541907027,149
Gabon,2000,1228360,2.51 %,28683,1913.0,19.3,4.77,5,79.1 %,971091,0.02 %,6143493823,151
Gabon,1995,1084946,2.70 %,27092,1000.0,19.0,5.25,4,74.9 %,812399,0.02 %,5744212979,153
Gabon,1990,949488,2.80 %,24476,1000.0,19.3,5.58,4,69.3 %,658385,0.02 %,5327231061,153
Gabon,1985,827108,2.63 %,20156,1000.0,19.9,5.72,3,62.6 %,517989,0.02 %,4870921740,152
Gabon,1980,726328,2.32 %,15758,1000.0,21.4,5.57,3,54.9 %,398719,0.02 %,4458003514,153
Gabon,1975,647536,1.90 %,11644,600.0,23.4,5.23,3,43.1 %,279190,0.02 %,4079480606,153
Gabon,1970,589314,2.02 %,11191,3238.0,25.4,4.93,2,32.0 %,188838,0.02 %,3700437046,153
Gabon,1965,533361,1.26 %,6487,1882.0,26.4,4.59,2,23.7 %,126602,0.02 %,3339583597,150
Gabon,1960,500928,0.68 %,3323,600.0,27.3,4.2,2,17.3 %,86847,0.02 %,3034949748,152
Gabon,1955,484313,0.46 %,2203,600.0,27.9,3.99,2,14.1 %,68209,0.02 %,2773019936,150
Gambia,2020,2416668,2.94 %,68962,-3087.0,17.8,5.25,239,59.4 %,1435308,0.03 %,7794798739,144
Gambia,2019,2347706,2.97 %,67612,-3087.0,17.6,5.45,232,58.8 %,1379863,0.03 %,7713468100,144
Gambia,2018,2280094,2.99 %,66205,-3087.0,17.6,5.45,225,58.1 %,1325730,0.03 %,7631091040,144
Gambia,2017,2213889,3.01 %,64753,-3087.0,17.6,5.45,219,57.5 %,1272914,0.03 %,7547858925,144
Gambia,2016,2149136,3.03 %,63276,-3087.0,17.6,5.45,212,56.8 %,1221426,0.03 %,7464022049,145
Gambia,2015,2085860,3.07 %,58533,-3087.0,17.5,5.5,206,56.2 %,1171281,0.03 %,7379797139,145
Gambia,2010,1793196,3.04 %,49891,-3087.0,17.1,5.65,177,52.5 %,941876,0.03 %,6956823603,149
Gambia,2005,1543741,3.22 %,45208,303.0,16.7,5.8,153,48.7 %,751269,0.02 %,6541907027,148
Gambia,2000,1317703,3.15 %,37826,-914.0,16.5,5.95,130,44.7 %,589663,0.02 %,6143493823,149
Gambia,1995,1128575,3.38 %,34596,524.0,17.1,6.05,112,41.0 %,462336,0.02 %,5744212979,151
Gambia,1990,955593,4.80 %,39961,12119.0,18.2,6.15,94,36.8 %,351250,0.02 %,5327231061,152
Gambia,1985,755787,3.47 %,23708,2977.0,18.1,6.3,75,32.0 %,241730,0.02 %,4870921740,154
Gambia,1980,637246,3.37 %,19453,2916.0,18.4,6.4,63,26.9 %,171726,0.01 %,4458003514,155
Gambia,1975,539979,3.06 %,15114,2881.0,18.7,6.2,53,23.6 %,127275,0.01 %,4079480606,158
Gambia,1970,464410,2.76 %,11830,2681.0,19.0,6.2,46,18.8 %,87204,0.01 %,3700437046,157
Gambia,1965,405259,2.11 %,8042,1056.0,19.0,6.2,40,14.4 %,58255,0.01 %,3339583597,156
Gambia,1960,365047,2.06 %,7077,1008.0,18.5,6.3,36,12.2 %,44628,0.01 %,3034949748,156
Gambia,1955,329661,1.57 %,4954,0.0,18.0,6.35,33,10.3 %,33939,0.01 %,2773019936,156
Georgia,2020,3989167,-0.19 %,-7598,-10000.0,38.3,2.06,57,58.1 %,2317778,0.05 %,7794798739,132
Georgia,2019,3996765,-0.15 %,-6177,-10000.0,37.8,2.01,58,57.7 %,2305017,0.05 %,7713468100,132
Georgia,2018,4002942,-0.14 %,-5774,-10000.0,37.8,2.01,58,57.2 %,2290836,0.05 %,7631091040,132
Georgia,2017,4008716,-0.17 %,-6734,-10000.0,37.8,2.01,58,56.8 %,2278042,0.05 %,7547858925,132
Georgia,2016,4015450,-0.22 %,-8733,-10000.0,37.8,2.01,58,56.5 %,2270328,0.05 %,7464022049,131
Georgia,2015,4024183,-0.37 %,-14983,-19068.0,37.7,2.0,58,56.4 %,2270087,0.05 %,7379797139,130
Georgia,2010,4099099,-0.53 %,-22214,-23962.0,37.0,1.8,59,57.3 %,2350051,0.06 %,6956823603,125
Georgia,2005,4210168,-0.71 %,-30404,-29667.0,35.9,1.58,61,57.1 %,2405012,0.06 %,6541907027,121
Georgia,2000,4362187,-2.60 %,-122815,-130719.0,34.7,1.72,63,57.0 %,2485610,0.07 %,6143493823,117
Georgia,1995,4976260,-1.66 %,-86828,-118371.0,32.8,2.05,72,54.3 %,2702829,0.09 %,5744212979,106
Georgia,1990,5410399,0.75 %,39789,-8732.0,31.0,2.26,78,55.0 %,2977765,0.10 %,5327231061,97
Georgia,1985,5211454,0.76 %,38724,-9565.0,29.8,2.27,75,54.2 %,2824275,0.11 %,4870921740,95
Georgia,1980,5017833,0.58 %,28839,-19089.0,29.1,2.39,72,52.5 %,2634184,0.11 %,4458003514,93
Georgia,1975,4873639,0.67 %,32059,-14685.0,28.5,2.6,70,50.3 %,2453577,0.12 %,4079480606,91
Georgia,1970,4713342,1.52 %,68363,17040.0,28.2,2.8,68,48.0 %,2262693,0.13 %,3700437046,84
Georgia,1965,4371527,1.75 %,72761,19257.0,28.0,2.93,63,45.5 %,1990518,0.13 %,3339583597,82
